pdb_id,experimental_method,experiment_data_available,title,entry_authors,sample_preparation_method,detector,detector_type,synchrotron_beamline,beam_source_name,diffraction_protocol,structure_determination_method,refinement_software,spacegroup,beam_source_type,synchrotron_site,structure_solution_software,data_reduction_software,data_scaling_software,phasing_method,SG_center_name,SG_full_name,crystallisation_reservoir,crystallisation_ph,pfam_accession,pfam_name,pfam_clan_name,pfam_description,interpro_accession,interpro_name,cath_code,cath_class,cath_architecture,cath_topology,cath_homologous_superfamily,ec_number,enzyme_name,enzyme_systematic_name,ec_hierarchy_name,go_id,biological_process,biological_function,biological_cell_component,scop_class,scop_fold,scop_superfamily,scop_family,uniprot_accession,uniprot_id,uniprot_coverage,bmrb_id,emdb_id,entity_weight,number_of_polymers,number_of_polymer_residues,number_of_polymer_entities,number_of_bound_entities,number_of_protein_chains,max_observed_residues,molecule_name,all_molecule_name,modified_residue_flag,molecule_type,mutation_type,molecule_synonym,gene_name,entity_id
1yic,Solution NMR,,"THE OXIDIZED SACCHAROMYCES CEREVISIAE ISO-1-CYTOCHROME C, NMR, 20 STRUCTURES","Banci L,Bertini I,Bren KL,Gray HB,Sompornpisut P,Turano P",Engineered,,,,,,,,P 1,,,,,,,,,,,PF00034,Cytochrom_C,Cytochrome-c,Cytochrome c,"IPR036909,IPR002327,IPR009056","Cytochrome c-like domain superfamily,Cytochrome c\, class IA/ IB,Cytochrome c-like domain",1.10.760.10,Mainly Alpha,Orthogonal Bundle,"Cytochrome Bc1 Complex; Chain D\, domain 2",Cytochrome c-like domain,,,,,"GO:0006123,GO:0006122,GO:0055114,GO:0005515,GO:0046872,GO:0009055,GO:0020037,GO:0005758,GO:0005739,GO:0070469","mitochondrial electron transport\, cytochrome c to oxygen,mitochondrial electron transport\, ubiquinol to cytochrome c,oxidation-reduction process","protein binding,metal ion binding,electron transfer activity,heme binding","mitochondrial intermembrane space,mitochondrion,respirasome",All alpha proteins,Cytochrome c,Cytochrome c,monodomain cytochrome c,P00044,CYC1_YEAST,0.99,,,12099.85,1,217,1,1,1,108,Cytochrome c isoform 1,,Y,Protein,"Modified residue,Engineered mutation","Cytochrome c isoform 1,Cytochrome c aerobic isoform,Iso-1-cytochrome c","J1653,CYC1,YJR048W",1
1otr,Solution NMR,,Solution Structure of a CUE-Ubiquitin Complex,"Kang RS,Daniels CM,Salerno WJ,Radhakrishnan I",Engineered,,,,,,,,,,,,,,,,,,,PF02845,CUE,UBA,CUE domain,"IPR003892,IPR009060","Ubiquitin system component CUE,UBA-like superfamily","1.10.8.10,1.10.8.10","Mainly Alpha,Mainly Alpha","Orthogonal Bundle,Orthogonal Bundle","Helicase\, Ruva Protein; domain 3,Helicase\, Ruva Protein; domain 3","DNA helicase RuvA subunit\, C-terminal domain,Ubiquitin-associated (UBA) domain",,,,,,,,,All alpha proteins,RuvA C-terminal domain-like,UBA-like,CUE domain,P36075,CUE2_YEAST,0.11,,,5573.291,2,250,2,0,2,49,Ubiquitin-binding protein CUE2,,N,Protein,,"Ubiquitin-binding protein CUE2,Coupling of ubiquitin conjugation to ER degradation protein 2","CUE2,YKL090W",1
1d8b,Solution NMR,y,NMR STRUCTURE OF THE HRDC DOMAIN FROM SACCHAROMYCES CEREVISIAE RECQ HELICASE,"Liu Z,Macias MJ,Bottomley MJ,Stier G,Linge JP,Nilges M,Bork P,Sattler M",Engineered,,,,,,,,P 1,,,,,,,,,,,PF11408,Helicase_Sgs1,HRDC-like,Sgs1 RecQ helicase,"IPR022758,IPR002121,IPR010997","ATP-dependent helicase Sgs1,HRDC domain,HRDC-like superfamily","1.10.150.80,1.10.150.80","Mainly Alpha,Mainly Alpha","Orthogonal Bundle,Orthogonal Bundle","DNA polymerase; domain 1,DNA polymerase; domain 1","DNA polymerase; domain 1,HRDC domain",3.6.4.12,DNA helicase,ATP phosphohydrolase (DNA helix unwinding),"Hydrolases,Acting on acid anhydrides,Acting on ATP; involved in cellular and subcellular movement,DNA helicase","GO:0044237,GO:0043138,GO:0003824,GO:0000166,GO:0003676",cellular metabolic process,"3'-5' DNA helicase activity,catalytic activity,nucleotide binding,nucleic acid binding",,All alpha proteins,SAM domain-like,HRDC-like,HRDC domain from helicases,P35187,SGS1_YEAST,0.06,,,9385.962,1,162,1,0,1,81,ATP-dependent helicase SGS1,,N,Protein,,"Helicase TPS1,ATP-dependent helicase SGS1","SGS1,YMR190C,TPS1,YM9646.02C",1
2kit,Solution NMR,y,The solution structure of the reduced yeast TOR1 FATC domain bound to DPC micelles at 298K,Dames SA,Engineered,,,,,,,,,,,,,,,,,,,PF02260,FATC,,FATC domain,"IPR003152,IPR026683","FATC domain,Serine/threonine-protein kinase TOR",,,,,,2.7.11.1,Non-specific serine/threonine protein kinase,ATP:protein phosphotransferase (non-specific),"Transferases,Transferring phosphorus-containing groups,Protein-serine/threonine kinases,Non-specific serine/threonine protein kinase",GO:0004674,,protein serine/threonine kinase activity,,,,,,P35169,TOR1_YEAST,0.01,"6228,16284,16295",,3963.473,1,99,1,0,1,33,Serine/threonine-protein kinase TOR1,,N,Protein,,"Serine/threonine-protein kinase TOR1,Dominant rapamycin resistance protein 1,Phosphatidylinositol kinase homolog TOR1,Target of rapamycin kinase 1","J1803,TOR1,DRR1,YJR066W",1
1f43,Solution NMR,y,SOLUTION STRUCTURE OF THE MATA1 HOMEODOMAIN,"Anderson JS,Forman M,Modleski S,Dahlquist FW,Baxter SM",Engineered,,,,,,,,P 1,,,,,,,,,,,PF00046,Homeodomain,HTH,Homeodomain,"IPR001356,IPR009057","Homeobox domain,Homeobox-like domain superfamily",1.10.10.60,Mainly Alpha,Orthogonal Bundle,"Arc Repressor Mutant\, subunit A",Homeodomain-like,,,,,"GO:0006355,GO:0003677,GO:0043565","regulation of transcription\, DNA-templated","DNA binding,sequence-specific DNA binding",,All alpha proteins,DNA/RNA-binding 3-helical bundle,Homeodomain-like,Homeodomain,P0CY10,MATA1_YEASX,0.48,,,7164.493,1,122,1,0,1,61,Mating-type protein A1,,N,Protein,,"Mating-type protein A1,MATa1 protein","MATA1,MAT1A",1
1h8m,Solution NMR,y,Solution structure of ykt6,"Tochio H,Tsui MMK,Banfield DK,Zhang M",Natural,,,,,,,,P 1,,,,,,,,,,,PF13774,Longin,,Regulated-SNARE-like domain,"IPR010908,IPR011012","Longin domain,Longin-like domain superfamily","3.30.450.50,3.30.450.50","Alpha Beta,Alpha Beta","2-Layer Sandwich,2-Layer Sandwich","Beta-Lactamase,Beta-Lactamase","Beta-Lactamase,Longin domain",,,,,,,,,Alpha and beta proteins (a+b),Profilin-like,SNARE-like,Synatpobrevin N-terminal domain,P36015,YKT6_YEAST,0.7,,,15854.735,1,280,1,0,1,140,Synaptobrevin homolog YKT6,,N,Protein,Conflict,Synaptobrevin homolog YKT6,"YKL196C,YKT6",1
2gb8,Solution NMR,y,Solution structure of the complex between yeast iso-1-cytochrome c and yeast cytochrome c peroxidase,"Volkov AN,Worrall JAR,Ubbink M",Engineered,,,,,,,,P 1,,,,,,,,,,,PF00141,peroxidase,Peroxidase,Peroxidase,"IPR010255,IPR002016,IPR002207","Haem peroxidase superfamily,Haem peroxidase,Class I peroxidase","1.10.420.10,1.10.520.10","Mainly Alpha,Mainly Alpha","Orthogonal Bundle,Orthogonal Bundle","Peroxidase; domain 2,Peroxidase; domain 1","Peroxidase\, domain 2,Peroxidase; domain 1",1.11.1.5,Cytochrome-c peroxidase,Ferrocytochrome-c:hydrogen-peroxide oxidoreductase,"Oxidoreductases,Acting on a peroxide as acceptor,Peroxidases,Cytochrome-c peroxidase","GO:0006979,GO:0055114,GO:0004601,GO:0020037","response to oxidative stress,oxidation-reduction process","peroxidase activity,heme binding",,All alpha proteins,Heme-dependent peroxidases,Heme-dependent peroxidases,CCP-like,P00431,CCPR_YEAST,0.81,,,33525.258,2,806,2,2,2,294,"Cytochrome c peroxidase\, mitochondrial",,N,Protein,See remark 999,"Cytochrome c peroxidase\, mitochondrial,CCP","YKR066C,CCP,CCP1,CPO",1
2gb8,Solution NMR,y,Solution structure of the complex between yeast iso-1-cytochrome c and yeast cytochrome c peroxidase,"Volkov AN,Worrall JAR,Ubbink M",Engineered,,,,,,,,P 1,,,,,,,,,,,PF00034,Cytochrom_C,Cytochrome-c,Cytochrome c,"IPR036909,IPR002327,IPR009056","Cytochrome c-like domain superfamily,Cytochrome c\, class IA/ IB,Cytochrome c-like domain",1.10.760.10,Mainly Alpha,Orthogonal Bundle,"Cytochrome Bc1 Complex; Chain D\, domain 2",Cytochrome c-like domain,,,,,"GO:0006123,GO:0055114,GO:0006122,GO:0005515,GO:0009055,GO:0046872,GO:0020037,GO:0005758,GO:0005739,GO:0070469","mitochondrial electron transport\, cytochrome c to oxygen,oxidation-reduction process,mitochondrial electron transport\, ubiquinol to cytochrome c","protein binding,electron transfer activity,metal ion binding,heme binding","mitochondrial intermembrane space,mitochondrion,respirasome",All alpha proteins,Cytochrome c,Cytochrome c,monodomain cytochrome c,P00044,CYC1_YEAST,0.99,,,12073.835,2,806,2,2,2,103,Cytochrome c isoform 1,,N,Protein,,"Cytochrome c isoform 1,Cytochrome c aerobic isoform,Iso-1-cytochrome c","J1653,CYC1,YJR048W",2
1fmy,Solution NMR,y,HIGH RESOLUTION SOLUTION STRUCTURE OF THE PROTEIN PART OF CU7 METALLOTHIONEIN,"Bertini I,Hartmann HJ,Klein T,Liu G,Luchinat C,Weser U",Natural,,,,,,,,P 1,,,,,,,,,,,PF11403,Yeast_MT,Metallothionein,Yeast metallothionein,"IPR022710,IPR037130,IPR017854","Metallothionein domain\, yeast,Copper metallothionein superfamily,Metallothionein domain superfamily",4.10.650.10,Few Secondary Structures,Irregular,Ag-metallothionein,"Metallothionein domain superfamily\, yeast",,,,,"GO:0071585,GO:0010273,GO:0046872,GO:0046870,GO:0005507","detoxification of cadmium ion,detoxification of copper ion","metal ion binding,cadmium ion binding,copper ion binding",,Small proteins,Metallothionein,Metallothionein,Metallothionein,P0CX81,MTCU2_YEAST,0.66,,,4275.656,1,80,1,0,1,40,Copper metallothionein 1-2,,N,Protein,,"Copper metallothionein 1-2,Cu-MT,Cu-metallothionein,Copper thionein,Copper chelatin","CUP1-2,MTH1,YHR055C",1
2ly8,Solution NMR,y,The budding yeast chaperone Scm3 recognizes the partially unfolded dimer of the centromere-specific Cse4/H4 histone variant,"Hong J,Feng H,Zhou Z,Ghirlando R,Bai Y",Engineered,,,,,,,,,,,,,,,,,,,,,,,"IPR007125,IPR035425,IPR009072,IPR000164,IPR001951","Histone H2A/H2B/H3,CENP-T/Histone H4\, histone fold,Histone-fold,Histone H3/CENP-A,Histone H4",1.10.20.10,Mainly Alpha,Orthogonal Bundle,"Histone\, subunit A","Histone\, subunit A",,,,,"GO:0046982,GO:0003677,GO:0000786",,"protein heterodimerization activity,DNA binding",nucleosome,,,,,P36012,CENPA_YEAST,0.27,18713,,13717.882,1,242,1,0,1,121,Histone H3-like centromeric protein CSE4,,N,Protein,Conflict,"Chromosome segregation protein 4,Histone H3-like centromeric protein CSE4,CENP-A homolog","CSL2,CSE4,YKL262,YKL049C",1
1uqv,Solution NMR,y,SAM domain from Ste50p,"Grimshaw SJ,Mott HR,Stott KM,Nielsen PR,Evetts KA,Hopkins LJ,Nietlispach D,Owen D",Engineered,,,,,,,,P 1,,,,,,,,,,,PF09235,SAM_Ste50p,SAM,"Ste50p\, sterile alpha motif","IPR013761,IPR015316","Sterile alpha motif/pointed domain superfamily,Ste50\, sterile alpha motif",1.10.150.50,Mainly Alpha,Orthogonal Bundle,DNA polymerase; domain 1,"Transcription Factor\, Ets-1",,,,,,,,,All alpha proteins,SAM domain-like,SAM/Pointed domain,SAM (sterile alpha motif) domain,P25344,STE50_YEAST,0.24,,,9897.152,1,170,1,0,1,85,Protein STE50,,N,Protein,,Protein STE50,"YCL032W,STE50,YCL32W",1
2fh0,Solution NMR,y,NMR Ensemble of The Yeast Saccharomyces cerevisiae protein Ymr074cp core region,"Hong JJ,Zhang JH,Wu JH,Shi YY",Engineered,,,,,,,,,,,,,,,,,,,,,,,"IPR036883,IPR002836","PDCD5-like superfamily,PDCD5-like","1.10.8.140,1.10.8.140","Mainly Alpha,Mainly Alpha","Orthogonal Bundle,Orthogonal Bundle","Helicase\, Ruva Protein; domain 3,Helicase\, Ruva Protein; domain 3","PDCD5\, DNA-binding domain,PDCD5-like",,,,,GO:0003677,,DNA binding,,,,,,Q04773,YMW4_YEAST,0.56,,,8897.097,1,162,1,0,1,81,Uncharacterized protein YMR074C,,N,Protein,,Uncharacterized protein YMR074C,"YMR074C,YM9916.13C",1
2ese,Solution NMR,,Structure of the SAM domain of Vts1p in complex with RNA,Allain FHT,Engineered,,,,,Single wavelength,,,P 1,,,,,,,,,,,PF07647,SAM_2,SAM,SAM domain (Sterile alpha motif),"IPR037635,IPR013761,IPR001660","VTS1\, SAM domain,Sterile alpha motif/pointed domain superfamily,Sterile alpha motif domain",1.10.150.50,Mainly Alpha,Orthogonal Bundle,DNA polymerase; domain 1,"Transcription Factor\, Ets-1",,,,,"GO:0043488,GO:0003729",regulation of mRNA stability,mRNA binding,,,,,,Q08831,VTS1_YEAST,0.15,,,11561.477,2,248,2,0,1,81,Protein VTS1,,N,Protein,Expression tag,"Protein VTS1,VTI1-2 suppressor protein 1","YOR359W,VTS1",2
1z2g,Solution NMR,y,"Solution structure of apo, oxidized yeast Cox17","Arnesano F,Balatri E,Banci L,Bertini I,Winge DR,Structural Proteomics in Europe (SPINE)",Engineered,,,,,,,,,,,,,,,SPINE,Structural Proteomics in Europe,,,PF05051,COX17,CHCH,Cytochrome C oxidase copper chaperone (COX17),"IPR007745,IPR009069","Cytochrome c oxidase copper chaperone,Cysteine alpha-hairpin motif superfamily",1.10.287.1130,Mainly Alpha,Orthogonal Bundle,Helix Hairpins,CytochromE C oxidase copper chaperone,,,,,"GO:0015680,GO:0018343,GO:0033617,GO:0006825,GO:0046872,GO:1903136,GO:0016531,GO:0005507,GO:0005758,GO:0005739,GO:0005829","protein maturation by copper ion transfer,protein farnesylation,mitochondrial cytochrome c oxidase assembly,copper ion transport","metal ion binding,cuprous ion binding,copper chaperone activity,copper ion binding","mitochondrial intermembrane space,mitochondrion,cytosol",,,,,Q12287,COX17_YEAST,1.0,,,8069.09,1,138,1,0,1,69,Cytochrome c oxidase copper chaperone,,N,Protein,,Cytochrome c oxidase copper chaperone,"YLL009C,COX17,L1343",1
1y5o,Solution NMR,y,NMR structure of the amino-terminal domain from the Tfb1 subunit of yeast TFIIH,"Di Lello P,Nguyen BD,Jones TN,Potempa K,Kobor MS,Legault P,Omichinski JG",Engineered,,,,,Single wavelength,,,P 1,,,,,,,,,,,PF08567,PH_TFIIH,PH,"TFIIH p62 subunit\, N-terminal domain","IPR027079,IPR011993,IPR013876","TFIIH subunit Tfb1/GTF2H1,PH-like domain superfamily,TFIIH p62 subunit\, N-terminal",2.30.29.30,Mainly Beta,Roll,PH-domain like,Pleckstrin-homology domain (PH domain)/Phosphotyrosine-binding domain (PTB),,,,,"GO:0006351,GO:0006289,GO:0000439","transcription\, DNA-templated,nucleotide-excision repair",,transcription factor TFIIH core complex,All beta proteins,PH domain-like barrel,PH domain-like,TFIIH domain,P32776,TFB1_YEAST,0.18,6225,,12903.701,1,230,1,0,1,115,General transcription and DNA repair factor IIH subunit TFB1,,N,Protein,Engineered mutation,"General transcription and DNA repair factor IIH subunit TFB1,TFIIH subunit TFB1,RNA polymerase II transcription factor B 73 kDa subunit,RNA polymerase II transcription factor B p73 subunit,RNA polymerase II transcription factor B subunit 1","D9740.3,YDR311W,TFB1",1
1pgy,Solution NMR,,"Solution structure of the UBA domain in Saccharomyces cerevisiae protein, Swa2p","Chim N,Gall WE,Xiao J,Harris MP,Graham TR,Krezel AM",Engineered,,,,,Single wavelength,,,,,,,,,,,,,,PF09145,Ubiq-assoc,UBA,Ubiquitin-associated,"IPR015228,IPR009060","SWA2-like\, ubiquitin-associated domain,UBA-like superfamily","1.10.8.10,1.10.8.10","Mainly Alpha,Mainly Alpha","Orthogonal Bundle,Orthogonal Bundle","Helicase\, Ruva Protein; domain 3,Helicase\, Ruva Protein; domain 3","DNA helicase RuvA subunit\, C-terminal domain,Ubiquitin-associated (UBA) domain",,,,,,,,,All alpha proteins,RuvA C-terminal domain-like,UBA-like,UBA domain,Q06677,SWA2_YEAST,0.07,,,5547.265,1,94,1,0,1,47,Auxilin-like clathrin uncoating factor SWA2,,N,Protein,,"Auxilin-like clathrin uncoating factor SWA2,Synthetic lethal with ARF1 protein 2,Bud site selection protein 24,DnaJ-related protein SWA2,J protein SWA2","BUD24,D9798.10,SWA2,AUX1,YDR320C",1
2jxn,Solution NMR,y,Solution Structure of S. cerevisiae PDCD5-like Protein Ymr074cp,"Hong J,Zhang J,Liu Z,Shi Y,Wu J",Engineered,,,,,,,,,,,,,,,,,,,,,,,"IPR036883,IPR002836","PDCD5-like superfamily,PDCD5-like","1.10.8.140,1.10.8.140","Mainly Alpha,Mainly Alpha","Orthogonal Bundle,Orthogonal Bundle","Helicase\, Ruva Protein; domain 3,Helicase\, Ruva Protein; domain 3","PDCD5\, DNA-binding domain,PDCD5-like",,,,,GO:0003677,,DNA binding,,,,,,Q04773,YMW4_YEAST,0.8,,,13858.473,1,256,1,1,1,116,Uncharacterized protein YMR074C,,N,Protein,"Expression tag,Engineered mutation",Uncharacterized protein YMR074C,"YMR074C,YM9916.13C",1
2ju0,Solution NMR,y,Structure of Yeast Frequenin bound to PdtIns 4-kinase,Ames J,Engineered,,,,,,,,P 1,,,,,,,,,,,PF11522,Pik1,,Yeast phosphatidylinositol-4-OH kinase Pik1,IPR021601,"Phosphatidylinositol 4-kinase\, Pik1\, fungi",6.10.140.1260,,,,,2.7.1.67,1-phosphatidylinositol 4-kinase,ATP:1-phosphatidyl-1D-myo-inositol 4-phosphotransferase,"Transferases,Transferring phosphorus-containing groups,Phosphotransferases with an alcohol group as acceptor,1-phosphatidylinositol 4-kinase",GO:0016773,,"phosphotransferase activity\, alcohol group as acceptor",,,,,,P39104,PIK1_YEAST,0.05,,,5631.423,2,487,2,1,2,52,Phosphatidylinositol 4-kinase PIK1,,N,Protein,,"PI4-kinase,PtdIns-4-kinase,Phosphatidylinositol 4-kinase PIK1","YNL267W,N0795,PIK1",2
2k9p,Solution NMR,y,Structure of TM1_TM2 in LPPG micelles,"Neumoin N,Zerbe O,Naider F",Engineered,,,,,,,,,,,,,,,,,,,,,,,"IPR000366,IPR027458","GPCR fungal pheromone mating factor\, STE2,Pheromone alpha factor receptor\, double transmembrane domain superfamily",1.10.287.920,Mainly Alpha,Orthogonal Bundle,Helix Hairpins,Pheromone alpha factor receptor.,,,,,"GO:0007186,GO:0004932,GO:0016020",G protein-coupled receptor signaling pathway,mating-type factor pheromone receptor activity,membrane,,,,,D6VTK4,STE2_YEAST,0.19,15995,,8757.145,1,80,1,0,1,80,Pheromone alpha factor receptor,,N,Protein,Engineered mutation,Pheromone alpha factor receptor,"STE2,YFL026W",1
1tte,Solution NMR,y,"The Structure of a Class II ubiquitin-conjugating enzyme, Ubc1.","Merkley N,Shaw GS",Engineered,,,,,Single wavelength,,,,,,,,,,,,,,"PF00179,PF09288","UQ_con,UBA_3","UBC,UBA","Ubiquitin-conjugating enzyme,Fungal ubiquitin-associated domain","IPR016135,IPR009060,IPR000608,IPR015368","Ubiquitin-conjugating enzyme/RWD-like,UBA-like superfamily,Ubiquitin-conjugating enzyme E2,Ubiquitin-conjugating enzyme\, C-terminal fungi","1.10.8.10,1.10.8.10,3.10.110.10","Mainly Alpha,Mainly Alpha,Alpha Beta","Orthogonal Bundle,Orthogonal Bundle,Roll","Helicase\, Ruva Protein; domain 3,Helicase\, Ruva Protein; domain 3,Ubiquitin Conjugating Enzyme","DNA helicase RuvA subunit\, C-terminal domain,Ubiquitin-associated (UBA) domain,Ubiquitin Conjugating Enzyme",2.3.2.23,E2 ubiquitin-conjugating enzyme,S-ubiquitinyl-[E1 ubiquitin-activating enzyme]-L-cysteine:[E2 ubiquitin-conjugating enzyme] ubiquitinyl transferase,"Transferases,Acyltransferases,Aminoacyltransferases,E2 ubiquitin-conjugating enzyme","GO:0006511,GO:0016050,GO:0016567,GO:0043161,GO:0000209,GO:0030433,GO:0061631,GO:0005515,GO:0005524,GO:0004842,GO:0016740,GO:0000166,GO:0070628,GO:0005634,GO:0005829","ubiquitin-dependent protein catabolic process,vesicle organization,protein ubiquitination,proteasome-mediated ubiquitin-dependent protein catabolic process,protein polyubiquitination,ubiquitin-dependent ERAD pathway","ubiquitin conjugating enzyme activity,protein binding,ATP binding,ubiquitin-protein transferase activity,transferase activity,nucleotide binding,proteasome binding","nucleus,cytosol","Alpha and beta proteins (a+b),All alpha proteins","UBC-like,RuvA C-terminal domain-like","UBC-like,UBA-like","UBC-related,UBA domain",P21734,UBC1_YEAST,1.0,,,24192.223,1,430,1,0,1,215,Ubiquitin-conjugating enzyme E2 1,,N,Protein,Engineered mutation,"E2 ubiquitin-conjugating enzyme 1,Ubiquitin-conjugating enzyme E2 1,Ubiquitin carrier protein,Ubiquitin-protein ligase,Ubiquitin-conjugating enzyme E2-24 kDa","YD9395.10,YDR177W,UBC1",1
1dmz,Solution NMR,,A REFINED NMR STRUCTURE OF A NEW PHOPHOPEPTIDE-BINDING DOMAIN CONTAINING THE FHA2 OF RAD53,"Byeon I-JL,Liao H,Tsai M-D",Engineered,,,,,,,,P 1,,,,,,,,,,,PF00498,FHA,SMAD-FHA,FHA domain,"IPR000253,IPR008984","Forkhead-associated (FHA) domain,SMAD/FHA domain superfamily",2.60.200.20,Mainly Beta,Sandwich,Tumour Suppressor Smad4,Tumour Suppressor Smad4,2.7.12.1,Dual-specificity kinase,ATP:protein phosphotransferase (Ser/Thr- and Tyr-phosphorylating),"Transferases,Transferring phosphorus-containing groups,Dual-specificity kinases (those acting on Ser/Thr and Tyr residues),Dual-specificity kinase",,,,,All beta proteins,SMAD/FHA domain,SMAD/FHA domain,FHA domain,P22216,RAD53_YEAST,0.19,,,18148.758,1,316,1,0,1,158,Serine/threonine-protein kinase RAD53,,N,Protein,,"Serine/threonine-protein kinase RAD53,Serine-protein kinase 1,CHEK2 homolog","RAD53,SAD1,YPL153C,MEC2,P2588,SPK1",1
2km4,Solution NMR,y,Solution structure of Rtt103 CTD interacting domain,"Lunde BM,Reichow S,Kim M,Leeper TC,Becker R,Buratowski S,Meinhart A,Varani G",Engineered,,,,,,,,,,,,,,,,,,,PF04818,CTD_bind,,RNA polymerase II-binding domain.,"IPR006903,IPR006569,IPR008942","RNA polymerase II-binding domain,CID domain,ENTH/VHS",1.25.40.90,Mainly Alpha,Alpha Horseshoe,"Serine Threonine Protein Phosphatase 5\, Tetratricopeptide repeat","Serine Threonine Protein Phosphatase 5\, Tetratricopeptide repeat",,,,,,,,,,,,,Q05543,RT103_YEAST,0.32,,,16569.1,1,284,1,0,1,137,Regulator of Ty1 transposition protein 103,,N,Protein,"Expression tag,Conflict",Regulator of Ty1 transposition protein 103,"YDR289C,RTT103",1
2kfk,Solution NMR,y,Solution structure of Bem1p PB1 domain complexed with Cdc24p PB1 domain,"Kobashigawa Y,Yoshinaga S,Tandai T,Ogura K,Inagaki F",Engineered,,,,,,,,,,,,,,,,,,,,,,,IPR000270,PB1 domain,3.10.20.90,Alpha Beta,Roll,Ubiquitin-like (UB roll),"Phosphatidylinositol 3-kinase Catalytic Subunit; Chain A\, domain 1",,,,,,,,,,,,,P29366,BEM1_YEAST,0.14,,,9037.458,2,328,2,0,2,78,Bud emergence protein 1,,N,Protein,Expression tag,"Bud emergence protein 1,Suppressor of RHO3 protein 1","SRO1,BEM1,YBR200W,YBR1412",1
2kfk,Solution NMR,y,Solution structure of Bem1p PB1 domain complexed with Cdc24p PB1 domain,"Kobashigawa Y,Yoshinaga S,Tandai T,Ogura K,Inagaki F",Engineered,,,,,,,,,,,,,,,,,,,,,,,IPR000270,PB1 domain,3.10.20.90,Alpha Beta,Roll,Ubiquitin-like (UB roll),"Phosphatidylinositol 3-kinase Catalytic Subunit; Chain A\, domain 1",,,,,,,,,,,,,P11433,CDC24_YEAST,0.1,,,9993.317,2,328,2,0,2,86,Cell division control protein 24,,N,Protein,Expression tag,"Cell division control protein 24,Calcium regulatory protein","YAL041W,CLS4,CDC24",2
2czo,Solution NMR,y,Solution Structure of the PX Domain of Bem1p,"Maeda A,Ogura K,Horiuchi M,Kumeta H,Fujioka Y,Inagaki F",Engineered,,,,,,,,P 1,,,,,,,,,,,PF00787,PX,,PX domain,"IPR035550,IPR001683,IPR030507,IPR036871","Bem1/Scd2\, PX domain,Phox homologous domain,Bem1/Scd2,PX domain superfamily",3.30.1520.10,Alpha Beta,2-Layer Sandwich,PX Domain,Phox-like domain,,,,,"GO:0000902,GO:0035091",cell morphogenesis,phosphatidylinositol binding,,,,,,P29366,BEM1_YEAST,0.27,,,17805.174,1,310,1,0,1,130,Bud emergence protein 1,,N,Protein,Cloning artifact,"Bud emergence protein 1,Suppressor of RHO3 protein 1","SRO1,BEM1,YBR200W,YBR1412",1
